ticket_id,ticket_text,issue_type,urgency_level,product,cleaned_text,text_length,word_count,sentiment,tokens,processed_text
103,Payment problem for order #77517. Need urgent help.,Billing Problem,High,UltraClean Vacuum,payment problem for order . need urgent help.,45,8,0.0,"['payment', 'problem', 'order', 'need', 'urgent', 'help']",payment problem order need urgent help
104,Payment issue for my PowerMax Battery. I was charged twice for order #97621.,Billing Problem,High,PowerMax Battery,payment issue for my powermax battery. i was charged twice for order .,70,13,0.0,"['payment', 'issue', 'powermax', 'battery', 'charged', 'twice', 'order']",payment issue powermax battery charged twice order
105,"Can you tell me more about teh ProTab X1 warranty? Also, is it available in black? Also, I contacted support on 28 April but got no response.",Unknown,Low,ProTab X1,can you tell me more about teh protab x warranty? also is it available in black? also i contacted support on april but got no response.,135,26,0.24444444444444446,"['tell', 'teh', 'protab', 'warranty', 'also', 'available', 'black', 'also', 'contacted', 'support', 'april', 'got', 'response']",tell teh protab warranty also available black also contacted support april got response
106,Payment issue for my ProTab X1. I was underbilled for order #71399. Delivery expected by 30 March.,Billing Problem,High,ProTab X1,payment issue for my protab x . i was underbilled for order . delivery expected by march.,89,17,-0.1,"['payment', 'issue', 'protab', 'underbilled', 'order', 'delivery', 'expected', 'march']",payment issue protab underbilled order delivery expected march
107,Order #36632 for EcoBreeze AC is 15 days late. Ordered on 13 May.,Late Delivery,High,EcoBreeze AC,order for ecobreeze ac is days late. ordered on may.,52,10,-0.3,"['order', 'ecobreeze', 'day', 'late', 'ordered', 'may']",order ecobreeze day late ordered may
108,Payment issue fr mi SmartWatch V2. I was debited incorrectly fr order #98192.,Billing Problem,Low,SmartWatch V2,payment issue fr mi smartwatch v . i was debited incorrectly fr order .,71,14,0.0,"['payment', 'issue', 'smartwatch', 'debited', 'incorrectly', 'order']",payment issue smartwatch debited incorrectly order
109,"Can you tell me more about the EcoBreeze AC warranty? Also, is it available in white?",General Inquiry,Medium,EcoBreeze AC,can you tell me more about the ecobreeze ac warranty? also is it available in white?,84,16,0.3,"['tell', 'ecobreeze', 'warranty', 'also', 'available', 'white']",tell ecobreeze warranty also available white
110,Can't log in to my account. Keeps showing reset required. Help!,Unknown,Low,PhotoSnap Cam,can t log in to my account. keeps showing reset required. help!,63,12,0.0,"['log', 'account', 'keep', 'showing', 'reset', 'required', 'help']",log account keep showing reset required help
111,Order #28158 for  is 6 days late. Ordered on 05 May.,Late Delivery,Medium,UltraClean Vacuum,order for is days late. ordered on may.,39,8,-0.3,"['order', 'day', 'late', 'ordered', 'may']",order day late ordered may
112,Can't log in to my account. Keeps showing error. Help!,Account Access,Medium,SoundWave 300,can t log in to my account. keeps showing error. help!,54,11,0.0,"['log', 'account', 'keep', 'showing', 'error', 'help']",log account keep showing error help
113,Is this item in stock?,General Inquiry,High,ProTab X1,is this item in stock?,22,5,0.0,"['item', 'stock']",item stock
114,Can't log in to mi account. Keeps showing unknown issue. Help!,Account Access,Medium,PowerMax Battery,can t log in to mi account. keeps showing unknown issue. help!,62,12,-0.125,"['log', 'account', 'keep', 'showing', 'unknown', 'issue', 'help']",log account keep showing unknown issue help
115,I ordered RoboChef Blender but got ProTab X1 instead. My order number is #79479.,Wrong Item,Low,RoboChef Blender,i ordered robochef blender but got protab x instead. my order number is .,73,14,0.0,"['ordered', 'robochef', 'blender', 'got', 'protab', 'instead', 'order', 'number']",ordered robochef blender got protab instead order number
116,Order #85238 for PowerMax Battery is 3 days late. Ordered on 15 April.,Late Delivery,Medium,PowerMax Battery,order for powermax battery is days late. ordered on april.,58,10,-0.3,"['order', 'powermax', 'battery', 'day', 'late', 'ordered', 'april']",order powermax battery day late ordered april
117,"Facing installation issue with Vision LED TV. Setup fails at step 4. Also, I contacted support on 24 April but got no response.",Installation Issue,Low,Vision LED TV,facing installation issue with vision led tv. setup fails at step . also i contacted support on april but got no response.,122,22,-0.5,"['facing', 'installation', 'issue', 'vision', 'led', 'setup', 'fails', 'step', 'also', 'contacted', 'support', 'april', 'got', 'response']",facing installation issue vision led setup fails step also contacted support april got response
118,Facing installation issue with FitRun Treadmill. Setup fails at step 1. Delivery expected by 19 May.,Installation Issue,Medium,FitRun Treadmill,facing installation issue with fitrun treadmill. setup fails at step . delivery expected by may.,96,15,-0.3,"['facing', 'installation', 'issue', 'fitrun', 'treadmill', 'setup', 'fails', 'step', 'delivery', 'expected', 'may']",facing installation issue fitrun treadmill setup fails step delivery expected may
119,Vision LED TV is malfunction. It stopped working after just 6 days.,Product Defect,High,Vision LED TV,vision led tv is malfunction. it stopped working after just days.,65,11,0.0,"['vision', 'led', 'malfunction', 'stopped', 'working', 'day']",vision led malfunction stopped working day
120,Facing installation issue with UltraClean Vacuum. Setup fails at step 6.,Unknown,Medium,UltraClean Vacuum,facing installation issue with ultraclean vacuum. setup fails at step .,71,11,-0.25416666666666665,"['facing', 'installation', 'issue', 'ultraclean', 'vacuum', 'setup', 'fails', 'step']",facing installation issue ultraclean vacuum setup fails step
121,Order #55525 for RoboChef Blender is 1 days late. Ordered on 08 March.,Late Delivery,Low,RoboChef Blender,order for robochef blender is days late. ordered on march.,58,10,-0.3,"['order', 'robochef', 'blender', 'day', 'late', 'ordered', 'march']",order robochef blender day late ordered march
122,Payment issue for my . I was overbilled for order #65725.,Billing Problem,High,Vision LED TV,payment issue for my . i was overbilled for order .,51,11,0.0,"['payment', 'issue', 'overbilled', 'order']",payment issue overbilled order
123,"Can you tell me more about the ProTab X1 warranty? Also, is it available in white?",General Inquiry,High,ProTab X1,can you tell me more about the protab x warranty? also is it available in white?,80,16,0.3,"['tell', 'protab', 'warranty', 'also', 'available', 'white']",tell protab warranty also available white
124,SmartWatch V2 is defective. It stopped working after just 1 days.,Product Defect,High,SmartWatch V2,smartwatch v is defective. it stopped working after just days.,62,10,0.0,"['smartwatch', 'defective', 'stopped', 'working', 'day']",smartwatch defective stopped working day
125,Vision LED TV is damaged. It stopped working after just 4 days.,Unknown,Medium,Vision LED TV,vision led tv is damaged. it stopped working after just days.,61,11,0.0,"['vision', 'led', 'damaged', 'stopped', 'working', 'day']",vision led damaged stopped working day
126,Can't log in to my account. Keeps showing error. Help!,Account Access,High,ProTab X1,can t log in to my account. keeps showing error. help!,54,11,0.0,"['log', 'account', 'keep', 'showing', 'error', 'help']",log account keep showing error help
127,"Can't log in to my account. Keeps showing captcha failed. Help! Also, I contacted support on 06 April but got no response.",Account Access,Low,Vision LED TV,can t log in to my account. keeps showing captcha failed. help! also i contacted support on april but got no response.,118,22,-0.625,"['log', 'account', 'keep', 'showing', 'captcha', 'failed', 'help', 'also', 'contacted', 'support', 'april', 'got', 'response']",log account keep showing captcha failed help also contacted support april got response
128,Order #68715 for RoboChef Blender is 17 days late. Ordered on 19 April.,Late Delivery,Low,RoboChef Blender,order for robochef blender is days late. ordered on april.,58,10,-0.3,"['order', 'robochef', 'blender', 'day', 'late', 'ordered', 'april']",order robochef blender day late ordered april
129,Product info needed.,General Inquiry,Medium,FitRun Treadmill,product info needed.,20,3,0.0,"['product', 'info', 'needed']",product info needed
130,Payment issue for my FitRun Treadmill. I was overbilled for order #17828.,Billing Problem,Medium,FitRun Treadmill,payment issue for my fitrun treadmill. i was overbilled for order .,67,12,0.0,"['payment', 'issue', 'fitrun', 'treadmill', 'overbilled', 'order']",payment issue fitrun treadmill overbilled order
131,Facing installation issue with EcoBreeze AC. Setup fails at step 6.,Installation Issue,Low,EcoBreeze AC,facing installation issue with ecobreeze ac. setup fails at step .,66,11,-0.5,"['facing', 'installation', 'issue', 'ecobreeze', 'setup', 'fails', 'step']",facing installation issue ecobreeze setup fails step
132,"PhotoSnap Cam is glitchy. It stopped working after just 12 days. Also, I contacted support on 29 April but got no response.",Product Defect,High,PhotoSnap Cam,photosnap cam is glitchy. it stopped working after just days. also i contacted support on april but got no response.,116,20,0.0,"['photosnap', 'cam', 'glitchy', 'stopped', 'working', 'day', 'also', 'contacted', 'support', 'april', 'got', 'response']",photosnap cam glitchy stopped working day also contacted support april got response
133,"Payment issue for my SmartWatch V2. I was underbilled for order #94863. Also, I contacted support on 09 April but got no response.",Billing Problem,High,SmartWatch V2,payment issue for my smartwatch v . i was underbilled for order . also i contacted support on april but got no response.,120,23,0.0,"['payment', 'issue', 'smartwatch', 'underbilled', 'order', 'also', 'contacted', 'support', 'april', 'got', 'response']",payment issue smartwatch underbilled order also contacted support april got response
134,ProTab X1 is glitchy. It stopped working after just 12 days.,Product Defect,Medium,ProTab X1,protab x is glitchy. it stopped working after just days.,56,10,0.0,"['protab', 'glitchy', 'stopped', 'working', 'day']",protab glitchy stopped working day
135,Order #97549 for ProTab X1 is 5 days late. Ordered on 30 April.,Late Delivery,Medium,ProTab X1,order for protab x is days late. ordered on april.,50,10,-0.3,"['order', 'protab', 'day', 'late', 'ordered', 'april']",order protab day late ordered april
136,Facing installation issue with PhotoSnap Cam. Setup fails at step 6.,Installation Issue,High,PhotoSnap Cam,facing installation issue with photosnap cam. setup fails at step .,67,11,-0.5,"['facing', 'installation', 'issue', 'photosnap', 'cam', 'setup', 'fails', 'step']",facing installation issue photosnap cam setup fails step
137,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,High,PowerMax Battery,can t log in to my account. keeps showing captcha failed. help!,63,12,-0.625,"['log', 'account', 'keep', 'showing', 'captcha', 'failed', 'help']",log account keep showing captcha failed help
